ElectionType,ElectionDuration,District,PanchayatSamiti,SrNo,NameOfGramPanchyat,CategoryOfGramPanchyat,TotalNoOfContestingCandidate,ElectedUnoppose,TotalElectorateVotes,TotalPolledVotes,RejectedVotes,TotalValidVotes,PollPercent,WinnerCandidateName,ViewPledge,VoteSecureByWinner,RunnerupCandidateName,VoteSecureByRunnerup,TotalNoOfNOTACount,TenderedVotes
General Election,JAN-MAR 2020,SIROHI,REODAR PANCHAYAT SAMITI,15,JEERAVAL,SC,3,NO,2987,2293,0,2293,76.77,KANTI LAL,https://sec.rajasthan.gov.in/Nominations/229_SARPANCH_EROREOD1_2K25K20221P32P30PM.pdf,1106,JEETENDRA KUMAR,657,50,2
General Election,JAN-MAR 2020,SIROHI,REODAR PANCHAYAT SAMITI,16,JETAWARA,SC,8,NO,4494,3241,0,3241,72.12,SARDAR RAM,https://sec.rajasthan.gov.in/Nominations/229_SARPANCH_EROREOD1_2K25K20221P48P09PM.pdf,1018,PUNJA RAM,684,64,3
General Election,JAN-MAR 2020,SIROHI,REODAR PANCHAYAT SAMITI,17,JOLPUR,General,9,NO,3779,3018,0,3018,79.86,GOKUL RAM,https://sec.rajasthan.gov.in/Nominations/229_SARPANCH_EROREOD1_2K25K20223P27P32PM.pdf,573,DEEPA RAM,434,31,0
General Election,JAN-MAR 2020,SIROHI,REODAR PANCHAYAT SAMITI,18,LUNOL,General (Woman),8,NO,4249,3504,0,3504,82.47,MANSI DEVI,https://sec.rajasthan.gov.in/Nominations/229_SARPANCH_EROREOD1_2K24K20221P56P34PM.pdf,860,KAMLESH KANWAR,749,70,3
General Election,JAN-MAR 2020,SIROHI,REODAR PANCHAYAT SAMITI,19,MAGARIWARA,ST,6,NO,4077,2862,0,2862,70.2,MAFA RAM,https://sec.rajasthan.gov.in/Nominations/229_SARPANCH_EROREOD1_2K24K20221P57P29PM.pdf,1474,LALA RAM,549,69,0
General Election,JAN-MAR 2020,SIROHI,REODAR PANCHAYAT SAMITI,20,MAKAVAL,ST (Woman),4,NO,3374,2570,0,2570,76.17,PAWANI,https://sec.rajasthan.gov.in/Nominations/229_SARPANCH_EROREOD1_2K25K20221P40P20PM.pdf,858,KESI DEVI,667,50,0
General Election,JAN-MAR 2020,SIROHI,REODAR PANCHAYAT SAMITI,21,MANDAR,General,14,NO,9861,7633,0,7633,77.41,PARBAT SINGH,https://sec.rajasthan.gov.in/Nominations/229_SARPANCH_EROREOD1_2K25K20223P30P24PM.pdf,3498,THANARAM PUROHIT,1047,76,0
General Election,JAN-MAR 2020,SIROHI,REODAR PANCHAYAT SAMITI,22,MAROL,General (Woman),7,NO,4088,3459,0,3459,84.61,USHA KUNWAR,https://sec.rajasthan.gov.in/Nominations/229_SARPANCH_EROREOD1_2K24K20221P58P10PM.pdf,1256,GANGA DEVI,662,36,0
General Election,JAN-MAR 2020,SIROHI,REODAR PANCHAYAT SAMITI,23,NAGANI,SC (Woman),3,NO,3135,2200,0,2200,70.18,BHARATI DEVI,https://sec.rajasthan.gov.in/Nominations/229_SARPANCH_EROREOD1_2K25K20222P38P27PM.pdf,1182,SAJANA DEVI,603,83,0
General Election,JAN-MAR 2020,SIROHI,REODAR PANCHAYAT SAMITI,24,NIMBAJ,SC (Woman),5,NO,3785,2130,0,2130,56.27,JYOTI DEVI,https://sec.rajasthan.gov.in/Nominations/229_SARPANCH_EROREOD1_2K24K20221P58P40PM.pdf,1013,TEENA KUMARI,769,56,0
General Election,JAN-MAR 2020,SIROHI,REODAR PANCHAYAT SAMITI,25,PADAR,OBC (Woman),9,NO,4214,3313,0,3313,78.62,MARGA BAI,https://sec.rajasthan.gov.in/Nominations/229_SARPANCH_EROREOD1_2K24K20221P59P10PM.pdf,699,PURI DEVI,630,60,0
General Election,JAN-MAR 2020,SIROHI,REODAR PANCHAYAT SAMITI,26,PAMERA,SC (Woman),4,NO,2748,1900,0,1900,69.14,PRAVEENA DEVI,https://sec.rajasthan.gov.in/Nominations/229_SARPANCH_EROREOD1_2K25K20222P31P04PM.pdf,1089,PANKU DEVI,475,37,0
General Election,JAN-MAR 2020,SIROHI,REODAR PANCHAYAT SAMITI,27,PEETHAPURA,SC (Woman),8,NO,3863,3137,0,3137,81.21,MASRU DEVI,https://sec.rajasthan.gov.in/Nominations/229_SARPANCH_EROREOD1_2K24K20221P59P43PM.pdf,1556,AMIYA DEVI,373,83,0
General Election,JAN-MAR 2020,SIROHI,REODAR PANCHAYAT SAMITI,28,POSITARA,SC,9,NO,2942,2017,0,2017,68.56,MAHENDRA KUMAR,https://sec.rajasthan.gov.in/Nominations/229_SARPANCH_EROREOD1_2K25K20222P14P18PM.pdf,580,VAJA RAM,551,39,0
General Election,JAN-MAR 2020,SIROHI,REODAR PANCHAYAT SAMITI,29,RAIPUR,SC,3,NO,4436,3326,0,3326,74.98,CHHAGAN LAL,https://sec.rajasthan.gov.in/Nominations/229_SARPANCH_EROREOD1_2K25K20223P16P56PM.pdf,1686,JAGDISH PRASAD,1085,91,0
General Election,JAN-MAR 2020,SIROHI,REODAR PANCHAYAT SAMITI,30,REODAR,General,3,NO,6171,4886,0,4886,79.18,AJBARAM,https://sec.rajasthan.gov.in/Nominations/229_SARPANCH_EROREOD1_2K24K20222P00P15PM.pdf,2796,ANAND JOSHI,1908,55,0
General Election,JAN-MAR 2020,SIROHI,REODAR PANCHAYAT SAMITI,31,ROHUA,General (Woman),4,NO,2950,2360,0,2360,80.0,AVON KANWAR,https://sec.rajasthan.gov.in/Nominations/229_SARPANCH_EROREOD1_2K25K20223P22P12PM.pdf,1187,MARGI DEVI,742,34,0
General Election,JAN-MAR 2020,SIROHI,REODAR PANCHAYAT SAMITI,32,SELWARA,ST,2,NO,3086,2020,0,2020,65.46,PADMA RAM,https://sec.rajasthan.gov.in/Nominations/229_SARPANCH_EROREOD1_2K25K20223P44P59PM.pdf,973,RAMESH RAM,960,87,0
General Election,JAN-MAR 2020,SIROHI,REODAR PANCHAYAT SAMITI,33,SIRODI,General,12,NO,4108,3018,0,3018,73.47,SHAITAN SINGH,https://sec.rajasthan.gov.in/Nominations/229_SARPANCH_EROREOD1_2K24K20222P00P48PM.pdf,691,RUPA KUNWAR,648,29,0
General Election,JAN-MAR 2020,SIROHI,REODAR PANCHAYAT SAMITI,34,SONELA,SC,6,NO,3735,2969,0,2969,79.49,PEERARAM,https://sec.rajasthan.gov.in/Nominations/229_SARPANCH_EROREOD1_2K25K20222P34P31PM.pdf,976,HAMIRA RAM,698,95,0
General Election,JAN-MAR 2020,SIROHI,REODAR PANCHAYAT SAMITI,35,SORDA,SC,11,NO,3242,2557,0,2557,78.87,LEHRARAM,https://sec.rajasthan.gov.in/Nominations/229_SARPANCH_EROREOD1_2K25K20222P26P51PM.pdf,1093,SAVARAM,377,52,0
General Election,JAN-MAR 2020,SIROHI,REODAR PANCHAYAT SAMITI,36,Sunwada,SC,5,NO,3829,2189,0,2189,57.17,MAHENDRA KUMAR,https://sec.rajasthan.gov.in/Nominations/229_SARPANCH_EROREOD1_2K25K20221P29P04PM.pdf,624,KEVARAM,520,69,0
General Election,JAN-MAR 2020,SIROHI,REODAR PANCHAYAT SAMITI,37,UDAWARIYA,General,2,NO,2908,2193,0,2193,75.41,JETARAM,https://sec.rajasthan.gov.in/Nominations/229_SARPANCH_EROREOD1_2K25K20222P22P25PM.pdf,1333,PARBARAM,799,61,0
General Election,JAN-MAR 2020,SIROHI,REODAR PANCHAYAT SAMITI,38,VARMAN,General (Woman),6,NO,4439,3652,0,3652,82.27,POSU DEVI,https://sec.rajasthan.gov.in/Nominations/229_SARPANCH_EROREOD1_2K24K20222P01P20PM.pdf,1249,NEELAM KUNWAR,1233,69,0
General Election,JAN-MAR 2020,SIROHI,REODAR PANCHAYAT SAMITI,39,VASAN,General (Woman),4,NO,2987,2453,0,2453,82.12,SATU DEVI,https://sec.rajasthan.gov.in/Nominations/229_SARPANCH_EROREOD1_2K24K20222P01P53PM.pdf,854,AASHA DEVI,808,46,1
General Election,JAN-MAR 2020,SIROHI,SIROHI PANCHAYAT SAMITI,1,AMLARI,ST (Woman),3,NO,3863,2274,0,2274,58.87,DHAROPI,https://sec.rajasthan.gov.in/Nominations/231_SARPANCH_EROSIROI1_3K4K20223P36P45PM.pdf,1062,FANCY,916,87,0
General Election,JAN-MAR 2020,SIROHI,SIROHI PANCHAYAT SAMITI,2,BALDA,OBC,3,NO,1961,1421,0,1421,72.46,MOHAN SINGH,https://sec.rajasthan.gov.in/Nominations/231_SARPANCH_EROSIROI1_3K4K202212P44P41PM.pdf,538,VEERA RAM,490,23,0
General Election,JAN-MAR 2020,SIROHI,SIROHI PANCHAYAT SAMITI,3,BARLOOT,General,17,NO,4875,3445,0,3445,70.67,BHARAT KUMAR MALI,https://sec.rajasthan.gov.in/Nominations/231_SARPANCH_EROSIROI1_3K4K202212P27P20PM.pdf,454,JUARMAL,431,6,0
General Election,JAN-MAR 2020,SIROHI,SIROHI PANCHAYAT SAMITI,4,BHUTGAON,SC (Woman),5,NO,3692,2549,0,2549,69.04,TEEJA,https://sec.rajasthan.gov.in/Nominations/231_SARPANCH_EROSIROI1_3K4K202212P35P09PM.pdf,1051,PRIYANKA DEVI,522,0,0
General Election,JAN-MAR 2020,SIROHI,SIROHI PANCHAYAT SAMITI,5,DODUA,General (Woman),5,NO,2606,1787,0,1787,68.57,GIRIJA KUNWAR,https://sec.rajasthan.gov.in/Nominations/231_SARPANCH_EROSIROI1_3K4K202212P26P35PM.pdf,634,NIRMA KUNWAR,335,41,0
General Election,JAN-MAR 2020,SIROHI,SIROHI PANCHAYAT SAMITI,6,FUNGANI,General,4,NO,3734,2362,0,2362,63.26,NAIN SINGH,https://sec.rajasthan.gov.in/Nominations/231_SARPANCH_EROSIROI1_3K4K20221P17P55PM.pdf,628,PRATAP SINGH NUN,621,41,0
General Election,JAN-MAR 2020,SIROHI,SIROHI PANCHAYAT SAMITI,7,GOL,General (Woman),6,NO,3570,2325,0,2325,65.13,INDRA DEVI,https://sec.rajasthan.gov.in/Nominations/231_SARPANCH_EROSIROI1_3K4K20224P48P06PM.pdf,1313,PUSHPA DEVI,418,0,0
General Election,JAN-MAR 2020,SIROHI,SIROHI PANCHAYAT SAMITI,8,GOYALI,General (Woman),13,NO,4948,3570,0,3570,72.15,HOJI,https://sec.rajasthan.gov.in/Nominations/231_SARPANCH_EROSIROI1_3K4K20224P47P53PM.pdf,742,RAJU KUNWAR,700,25,0
General Election,JAN-MAR 2020,SIROHI,SIROHI PANCHAYAT SAMITI,9,HALIWARA,General,4,NO,3762,2498,0,2498,66.4,SHANTI LAL,https://sec.rajasthan.gov.in/Nominations/231_SARPANCH_EROSIROI1_3K4K202212P25P15PM.pdf,1084,OT SINGH,590,33,0
General Election,JAN-MAR 2020,SIROHI,SIROHI PANCHAYAT SAMITI,10,JAILA,SC (Woman),5,NO,2645,1902,0,1902,71.91,SAMU,https://sec.rajasthan.gov.in/Nominations/231_SARPANCH_EROSIROI1_3K4K20223P37P16PM.pdf,1085,SONIYA KUMARI,508,70,1
General Election,JAN-MAR 2020,SIROHI,SIROHI PANCHAYAT SAMITI,11,JAWAL,ST,10,NO,8355,4810,0,4810,57.57,VIKRAM RANA,https://sec.rajasthan.gov.in/Nominations/231_SARPANCH_EROSIROI1_3K4K20223P39P23PM.pdf,1041,OTA RAM BHEEL,939,87,0
General Election,JAN-MAR 2020,SIROHI,SIROHI PANCHAYAT SAMITI,12,KALANDARI,General,6,NO,7868,4914,0,4914,62.46,MAHIPAL SINGH DEORA,https://sec.rajasthan.gov.in/Nominations/231_SARPANCH_EROSIROI1_3K4K202212P48P10PM.pdf,3035,HEMLATA SHARMA,889,58,0
General Election,JAN-MAR 2020,SIROHI,SIROHI PANCHAYAT SAMITI,13,KHAMBAL,General (Woman),8,NO,2611,2172,0,2172,83.19,MANOHAR KUNWAR,https://sec.rajasthan.gov.in/Nominations/231_SARPANCH_EROSIROI1_3K4K20223P38P43PM.pdf,431,NEETU KUNWAR,401,22,1
General Election,JAN-MAR 2020,SIROHI,SIROHI PANCHAYAT SAMITI,14,KRISHNAGANJ,General (Woman),7,NO,4787,3438,0,3438,71.82,SARU DEVI,https://sec.rajasthan.gov.in/Nominations/231_SARPANCH_EROSIROI1_3K4K20224P47P40PM.pdf,717,LAXMI,672,67,0
General Election,JAN-MAR 2020,SIROHI,SIROHI PANCHAYAT SAMITI,15,MADIYA,OBC,5,NO,2918,1913,0,1913,65.56,KANA RAM,https://sec.rajasthan.gov.in/Nominations/231_SARPANCH_EROSIROI1_3K4K20221P15P14PM.pdf,928,SOKALAJI,597,65,0
General Election,JAN-MAR 2020,SIROHI,SIROHI PANCHAYAT SAMITI,16,MANDWARIYA,SC (Woman),8,NO,4298,2629,0,2629,61.17,SAVITA,https://sec.rajasthan.gov.in/Nominations/231_SARPANCH_EROSIROI1_3K4K202212P36P16PM.pdf,1015,KHUSHBU,635,32,0
General Election,JAN-MAR 2020,SIROHI,SIROHI PANCHAYAT SAMITI,17,MANKRODA,SC (Woman),7,NO,3031,2216,0,2216,73.11,VIMLA DEVI,https://sec.rajasthan.gov.in/Nominations/231_SARPANCH_EROSIROI1_3K4K202212P38P55PM.pdf,989,CHOTHI DEVI,489,90,0
General Election,JAN-MAR 2020,SIROHI,SIROHI PANCHAYAT SAMITI,18,MANORA,General (Woman),7,NO,3083,1924,0,1924,62.41,LAXMI,https://sec.rajasthan.gov.in/Nominations/231_SARPANCH_EROSIROI1_3K4K20221P18P50PM.pdf,612,VIMLA,540,20,0
General Election,JAN-MAR 2020,SIROHI,SIROHI PANCHAYAT SAMITI,19,MER-MANDWARA,General,5,NO,3746,2403,0,2403,64.15,GUMAN SINGH,https://sec.rajasthan.gov.in/Nominations/231_SARPANCH_EROSIROI1_3K4K20224P47P22PM.pdf,1065,BHABUTA RAM,1039,28,0
General Election,JAN-MAR 2020,SIROHI,SIROHI PANCHAYAT SAMITI,20,MOHABBAT NAGAR,General,5,NO,4192,2602,0,2602,62.07,ARJUN SINGH,https://sec.rajasthan.gov.in/Nominations/231_SARPANCH_EROSIROI1_3K4K202212P38P02PM.pdf,880,MAHIPAL SINGH,815,55,0
General Election,JAN-MAR 2020,SIROHI,SIROHI PANCHAYAT SAMITI,21,NAWARA,General,7,NO,4433,2675,0,2675,60.34,NARPAT SINGH,https://sec.rajasthan.gov.in/Nominations/231_SARPANCH_EROSIROI1_3K4K20223P37P43PM.pdf,1146,SHARWAN SINGH,648,60,0
General Election,JAN-MAR 2020,SIROHI,SIROHI PANCHAYAT SAMITI,22,OUDA,SC,7,NO,4707,3011,0,3011,63.97,DUNGA RAM,https://sec.rajasthan.gov.in/Nominations/231_SARPANCH_EROSIROI1_3K4K202212P40P43PM.pdf,903,VEESA RAM,683,77,0
General Election,JAN-MAR 2020,SIROHI,SIROHI PANCHAYAT SAMITI,23,PADEEV,SC,11,NO,4882,3215,0,3215,65.85,DESHA RAM,https://sec.rajasthan.gov.in/Nominations/231_SARPANCH_EROSIROI1_3K4K202212P33P32PM.pdf,1435,GOPAL,622,85,0
General Election,JAN-MAR 2020,SIROHI,SIROHI PANCHAYAT SAMITI,24,RAMPURA,OBC,11,NO,4625,3263,0,3263,70.55,DEVA RAM,https://sec.rajasthan.gov.in/Nominations/231_SARPANCH_EROSIROI1_3K4K202212P28P10PM.pdf,630,PRAKASH KUMAR,577,21,0
General Election,JAN-MAR 2020,SIROHI,SIROHI PANCHAYAT SAMITI,25,SANPUR,General (Woman),4,NO,5283,3392,0,3392,64.21,NITU KUNWAR,https://sec.rajasthan.gov.in/Nominations/231_SARPANCH_EROSIROI1_3K4K202212P43P22PM.pdf,1090,EVAN KUNWAR,982,84,0
General Election,JAN-MAR 2020,SIROHI,SIROHI PANCHAYAT SAMITI,26,SARTARA,General (Woman),13,NO,5053,3391,0,3391,67.11,PEPI DEVI,https://sec.rajasthan.gov.in/Nominations/231_SARPANCH_EROSIROI1_3K4K20223P38P12PM.pdf,602,DURGESH KUNWAR,561,48,0
General Election,JAN-MAR 2020,SIROHI,SIROHI PANCHAYAT SAMITI,27,SILDAR,OBC (Woman),3,NO,3250,2525,0,2525,77.69,JASI DEVI,https://sec.rajasthan.gov.in/Nominations/231_SARPANCH_EROSIROI1_3K4K20221P19P58PM.pdf,1343,BHAWANA,946,34,0
General Election,JAN-MAR 2020,SIROHI,SIROHI PANCHAYAT SAMITI,28,SINDRATH,General,7,NO,4661,3371,0,3371,72.32,SHIVRAJ,https://sec.rajasthan.gov.in/Nominations/231_SARPANCH_EROSIROI1_3K4K202212P34P24PM.pdf,1305,ANAND PAL SINGH,838,66,0
General Election,JAN-MAR 2020,SIROHI,SIROHI PANCHAYAT SAMITI,29,TANWARI,SC,10,NO,5138,3123,0,3123,60.78,HIMMATRAM,https://sec.rajasthan.gov.in/Nominations/231_SARPANCH_EROSIROI1_3K4K202212P45P20PM.pdf,619,DINESH KUMAR,534,55,0
General Election,JAN-MAR 2020,SIROHI,SIROHI PANCHAYAT SAMITI,30,VARADA,SC,7,NO,2745,1468,0,1468,53.48,TAGARAM HEERAGAR,https://sec.rajasthan.gov.in/Nominations/231_SARPANCH_EROSIROI1_3K4K20221P16P31PM.pdf,464,TAGARAM,307,29,0
General Election,JAN-MAR 2020,SIROHI,SIROHI PANCHAYAT SAMITI,31,VELANGARI,OBC (Woman),5,NO,5223,3274,0,3274,62.68,KAWALI,https://sec.rajasthan.gov.in/Nominations/231_SARPANCH_EROSIROI1_3K4K20221P20P31PM.pdf,1295,SUNDAR BAI,950,148,0
General Election,JAN-MAR 2020,SIKAR,SRIMADHOPUR PANCHAYAT SAMITI,1,ANANTPURA,General (Woman),9,NO,3017,2526,0,2526,83.73,PATASI DEVI,https://sec.rajasthan.gov.in/Nominations/226_SARPANCH_EROSRIM1_2K11K20225P18P10PM.pdf,1073,CHOTI DEVI,704,14,0
General Election,JAN-MAR 2020,SIKAR,SRIMADHOPUR PANCHAYAT SAMITI,2,ARNIYA,General (Woman),4,NO,6136,5286,0,5286,86.15,GANPATI DEVI,https://sec.rajasthan.gov.in/Nominations/226_SARPANCH_EROSRIM1_2K14K202210P54P31AM.pdf,2331,CHANWALI DEVI W/O MANGLARAM,2151,37,0
General Election,JAN-MAR 2020,SIKAR,SRIMADHOPUR PANCHAYAT SAMITI,3,BAGARIWAS,General,4,NO,6146,4595,0,4595,74.76,KESHAR SINGH,https://sec.rajasthan.gov.in/Nominations/226_SARPANCH_EROSRIM1_2K14K202210P56P42AM.pdf,2488,VIKRAM SINGH / S S,1151,33,0
General Election,JAN-MAR 2020,SIKAR,SRIMADHOPUR PANCHAYAT SAMITI,4,BHARNI,SC,6,NO,4580,3346,0,3346,73.06,BHAGIRATH MAL,https://sec.rajasthan.gov.in/Nominations/226_SARPANCH_EROSRIM1_2K14K202211P00P05AM.pdf,1345,KAJOD MAL,1183,28,0
General Election,JAN-MAR 2020,SIKAR,SRIMADHOPUR PANCHAYAT SAMITI,5,FUTALA,General (Woman),9,NO,4258,3691,0,3691,86.68,GOMATI,https://sec.rajasthan.gov.in/Nominations/226_SARPANCH_EROSRIM1_2K14K202211P54P48AM.pdf,1238,KASTOORI,926,33,0
General Election,JAN-MAR 2020,SIKAR,SRIMADHOPUR PANCHAYAT SAMITI,6,HANSPUR,General (Woman),7,NO,5912,4777,0,4777,80.8,BIMLA DEVI,https://sec.rajasthan.gov.in/Nominations/226_SARPANCH_EROSRIM1_2K14K202211P03P44AM.pdf,1672,PREM,1613,29,0
General Election,JAN-MAR 2020,SIKAR,SRIMADHOPUR PANCHAYAT SAMITI,7,Jhadli,General (Woman),5,NO,8333,6010,0,6010,72.12,MAGAN KANWAR,https://sec.rajasthan.gov.in/Nominations/226_SARPANCH_EROSRIM1_2K14K202211P09P46AM.pdf,2005,SAVITRI DEVI,1247,51,0
General Election,JAN-MAR 2020,SIKAR,SRIMADHOPUR PANCHAYAT SAMITI,8,JORAWAR NAGAR,OBC,8,NO,4800,3533,0,3533,73.6,GOURALI KANWAR,https://sec.rajasthan.gov.in/Nominations/226_SARPANCH_EROSRIM1_2K14K202211P11P56AM.pdf,1604,BANWARI LAL,1184,23,0
General Election,JAN-MAR 2020,SIKAR,SRIMADHOPUR PANCHAYAT SAMITI,9,KACHARDA KANCHANPUR,OBC,8,NO,3849,2981,0,2981,77.45,SUNIL KUMAR JANGID,https://sec.rajasthan.gov.in/Nominations/226_SARPANCH_EROSRIM1_2K14K202211P25P22AM.pdf,837,BANWARI LAL,474,17,0
General Election,JAN-MAR 2020,SIKAR,SRIMADHOPUR PANCHAYAT SAMITI,10,KALYANPURA (JAIRAMPURA),General (Woman),6,NO,3945,3260,0,3260,82.64,PHOOLI,https://sec.rajasthan.gov.in/Nominations/226_SARPANCH_EROSRIM1_2K14K202211P14P57AM.pdf,1438,RAJRANI,1200,0,0
General Election,JAN-MAR 2020,SIKAR,SRIMADHOPUR PANCHAYAT SAMITI,11,Kalyanpura (Thoi),General,5,NO,4782,3780,0,3780,79.05,PAWAN KUMAR,https://sec.rajasthan.gov.in/Nominations/226_SARPANCH_EROSRIM1_2K14K202211P18P24AM.pdf,1639,ANAND SINGH,960,14,0
General Election,JAN-MAR 2020,SIKAR,SRIMADHOPUR PANCHAYAT SAMITI,12,KOTDI SIMRALA,ST,12,NO,6283,4207,0,4207,66.96,VIMLA JHARWAL,https://sec.rajasthan.gov.in/Nominations/226_SARPANCH_EROSRIM1_2K14K202211P28P39AM.pdf,912,PAPPU RAM MEENA,599,39,0
General Election,JAN-MAR 2020,SIKAR,SRIMADHOPUR PANCHAYAT SAMITI,13,LISADIYA,General,6,NO,4930,3971,0,3971,80.55,RAMESHWARI DEVI,https://sec.rajasthan.gov.in/Nominations/226_SARPANCH_EROSRIM1_2K14K202211P30P21AM.pdf,1348,JAGDISH PRASAD YADAV,1149,18,0
General Election,JAN-MAR 2020,SIKAR,SRIMADHOPUR PANCHAYAT SAMITI,14,MAU,SC (Woman),8,NO,4416,3320,0,3320,75.18,SUNITA DEVI VERMA,https://sec.rajasthan.gov.in/Nominations/226_SARPANCH_EROSRIM1_2K14K202211P37P11AM.pdf,1573,ASHA VERMA,1328,13,0
General Election,JAN-MAR 2020,SIKAR,SRIMADHOPUR PANCHAYAT SAMITI,15,MEHROLI,OBC (Woman),7,NO,8247,6330,0,6330,76.76,BIMLA DEVI,https://sec.rajasthan.gov.in/Nominations/226_SARPANCH_EROSRIM1_2K14K202211P33P42AM.pdf,2123,KAMLI DEVI,1843,36,0
General Election,JAN-MAR 2020,SIKAR,SRIMADHOPUR PANCHAYAT SAMITI,16,MUNDRU,General (Woman),7,NO,7373,6026,0,6026,81.73,SUMITRA DEVI,https://sec.rajasthan.gov.in/Nominations/226_SARPANCH_EROSRIM1_2K14K202211P45P46AM.pdf,2664,GULABI,2158,48,0
General Election,JAN-MAR 2020,SIKAR,SRIMADHOPUR PANCHAYAT SAMITI,17,NANGAL,General,4,NO,5159,4073,0,4073,78.95,GITA DEVI,https://sec.rajasthan.gov.in/Nominations/226_SARPANCH_EROSRIM1_2K14K202211P47P32AM.pdf,2457,HIRA SINGH,1413,0,0
General Election,JAN-MAR 2020,SIKAR,SRIMADHOPUR PANCHAYAT SAMITI,18,Nangalbheem,SC,4,NO,5586,4403,0,4403,78.82,MAHENDRA KUMAR,https://sec.rajasthan.gov.in/Nominations/226_SARPANCH_EROSRIM1_2K14K202211P49P56AM.pdf,1841,JAGDISH PRASAD,1221,57,0
General Election,JAN-MAR 2020,SIKAR,SRIMADHOPUR PANCHAYAT SAMITI,19,NATHUSAR,OBC (Woman),10,NO,8021,6014,0,6014,74.98,USHA KANWAR,https://sec.rajasthan.gov.in/Nominations/226_SARPANCH_EROSRIM1_2K14K202211P52P09AM.pdf,1585,SUSHILA DEVI,1360,42,0
General Election,JAN-MAR 2020,SIKAR,SRIMADHOPUR PANCHAYAT SAMITI,20,Rampura (thoi),OBC (Woman),6,NO,3095,2425,0,2425,78.35,HEERA DEVI,https://sec.rajasthan.gov.in/Nominations/226_SARPANCH_EROSRIM1_2K14K202211P56P37AM.pdf,969,SUMITRA,567,25,2
General Election,JAN-MAR 2020,SIKAR,SRIMADHOPUR PANCHAYAT SAMITI,21,SIMRALA JAGEER,General,10,NO,5836,4727,0,4727,81.0,GHASIRAM S/O SURJARAM,https://sec.rajasthan.gov.in/Nominations/226_SARPANCH_EROSRIM1_2K14K202211P59P02AM.pdf,1709,SARDAR SING YADAV,1065,34,0
General Election,JAN-MAR 2020,SIKAR,SRIMADHOPUR PANCHAYAT SAMITI,22,Thoi,General,11,NO,8024,6153,0,6153,76.68,RAMPRAKASH,https://sec.rajasthan.gov.in/Nominations/226_SARPANCH_EROSRIM1_2K14K202212P00P40PM.pdf,1942,BRIJMOHAN GUPTA,1280,32,0
General Election,JAN-MAR 2020,SIROHI,SHIVGANJ PANCHAYAT SAMITI,1,ALPA,General,8,NO,2788,1984,0,1984,71.16,NARAYAN LAL,https://sec.rajasthan.gov.in/Nominations/230_SARPANCH_EROSHIVG1_3K9K20223P28P13PM.pdf,1157,GANESHA RAM,217,56,0
General Election,JAN-MAR 2020,SIROHI,SHIVGANJ PANCHAYAT SAMITI,2,ANDOR,General (Woman),3,NO,2788,1903,0,1903,68.26,MOHAN KUNWAR,https://sec.rajasthan.gov.in/Nominations/230_SARPANCH_EROSHIVG1_3K9K20223P20P01PM.pdf,1096,RAMILA,522,45,0
General Election,JAN-MAR 2020,SIROHI,SHIVGANJ PANCHAYAT SAMITI,3,JOGAPURA,General,9,NO,3023,2327,0,2327,76.98,CHHAIL SINGH,https://sec.rajasthan.gov.in/Nominations/230_SARPANCH_EROSHIVG1_3K9K20223P25P25PM.pdf,709,SHANKAR SINGH,302,15,0
General Election,JAN-MAR 2020,SIROHI,SHIVGANJ PANCHAYAT SAMITI,4,KAILASH NAGAR,ST,7,NO,7108,4119,0,4119,57.95,TEJA RAM,https://sec.rajasthan.gov.in/Nominations/230_SARPANCH_EROSHIVG1_3K9K20223P13P26PM.pdf,1402,AMARA RAM,1116,112,0
General Election,JAN-MAR 2020,SIROHI,SHIVGANJ PANCHAYAT SAMITI,5,KESARPURA,ST,13,NO,4523,3672,0,3672,81.19,RUPA RAM,https://sec.rajasthan.gov.in/Nominations/230_SARPANCH_EROSHIVG1_3K9K20223P13P51PM.pdf,999,GANESH KUMAR,481,52,0
General Election,JAN-MAR 2020,SIROHI,SHIVGANJ PANCHAYAT SAMITI,6,MANADAR,General (Woman),4,NO,6350,3620,0,3620,57.01,SUMITRA DEVI,https://sec.rajasthan.gov.in/Nominations/230_SARPANCH_EROSHIVG1_3K9K20223P31P34PM.pdf,1565,RUKMANI DEVI,1272,56,0
General Election,JAN-MAR 2020,SIROHI,SHIVGANJ PANCHAYAT SAMITI,7,NARADARA,SC,8,NO,4114,2674,0,2674,65.0,VELA RAM,https://sec.rajasthan.gov.in/Nominations/230_SARPANCH_EROSHIVG1_3K9K20223P22P20PM.pdf,816,KISHAN DAS REDAS,551,54,0
General Election,JAN-MAR 2020,SIROHI,SHIVGANJ PANCHAYAT SAMITI,8,ODA,OBC,7,NO,5034,3238,0,3238,64.32,BHAGA RAM,https://sec.rajasthan.gov.in/Nominations/230_SARPANCH_EROSHIVG1_3K9K20224P01P32PM.pdf,1051,RATAN LAL,661,67,0
General Election,JAN-MAR 2020,SIROHI,SHIVGANJ PANCHAYAT SAMITI,9,POSALIYA,General (Woman),6,NO,5512,4008,0,4008,72.71,REKHA KUNWAR,https://sec.rajasthan.gov.in/Nominations/230_SARPANCH_EROSHIVG1_3K9K20223P37P35PM.pdf,2132,MAMATA DEVI,1451,61,0
